Barcode,Lon,Lat,Lon_Park,Lat_Park
414,-95.21981,29.62003,-95.21271788,29.62424338
415,-95.2141,29.63057,-95.21271788,29.62424338
416,-95.21309,29.63136,-95.21271788,29.62424338
417,-95.21122,29.63067,-95.21271788,29.62424338
418,-95.20839,29.61929,-95.21271788,29.62424338
419,-95.21466,29.62234,-95.21271788,29.62424338
420,-95.21434,29.6294,-95.21271788,29.62424338
421,-95.21358,29.62562,-95.21271788,29.62424338
422,-95.21577,29.63168,-95.21271788,29.62424338
423,-95.21007,29.628,-95.21271788,29.62424338
424,-95.19831,29.61973,-95.21271788,29.62424338
425,-95.2059,29.62634,-95.21271788,29.62424338
426,-95.20306,29.62372,-95.21271788,29.62424338
427,-95.19732,29.60935,-95.21271788,29.62424338
428,-95.21116,29.61979,-95.21271788,29.62424338
429,-95.21021,29.62799,-95.21271788,29.62424338
430,-95.21124,29.62703,-95.21271788,29.62424338
431,-95.2137,29.63196,-95.21271788,29.62424338
432,-95.21585,29.62553,-95.21271788,29.62424338
433,-95.19673,29.60987,-95.21271788,29.62424338
434,-95.19673,29.60987,-95.21271788,29.62424338
435,-95.21981,29.62003,-95.21271788,29.62424338
436,-95.21708,29.62316,-95.21271788,29.62424338
437,-95.21626,29.62457,-95.21271788,29.62424338
438,-95.21952,29.6231,-95.21271788,29.62424338
439,-95.20116,29.61776,-95.21271788,29.62424338
440,-95.21007,29.628,-95.21271788,29.62424338
441,-95.21124,29.62703,-95.21271788,29.62424338
442,-95.19717,29.60981,-95.21271788,29.62424338
443,-95.19672,29.60867,-95.21271788,29.62424338
444,-95.20609,29.62723,-95.21271788,29.62424338
445,-95.20301,29.61526,-95.21271788,29.62424338
446,-95.21256,29.62947,-95.21271788,29.62424338
447,-95.21191,29.62338,-95.21271788,29.62424338
448,-95.20667,29.62721,-95.21271788,29.62424338
449,-95.20667,29.62721,-95.21271788,29.62424338
450,-95.20236,29.63243,-95.21271788,29.62424338
451,-95.20383,29.62369,-95.21271788,29.62424338
452,-95.20441,29.6264,-95.21271788,29.62424338
453,-95.19679,29.61147,-95.21271788,29.62424338
454,-95.21108,29.62432,-95.21271788,29.62424338
455,-95.21922,29.62216,-95.21271788,29.62424338
456,-95.20877,29.62804,-95.21271788,29.62424338
457,-95.20836,29.62533,-95.21271788,29.62424338
458,-95.20078,29.61696,-95.21271788,29.62424338
459,-95.20612,29.62724,-95.21271788,29.62424338
460,-95.20383,29.62369,-95.21271788,29.62424338
461,-95.21116,29.61979,-95.21271788,29.62424338
462,-95.19679,29.61147,-95.21271788,29.62424338
463,-95.21116,29.61979,-95.21271788,29.62424338
464,-95.20839,29.61929,-95.21271788,29.62424338
465,-95.19624,29.6105,-95.21271788,29.62424338
466,-95.2111,29.62613,-95.21271788,29.62424338
467,-95.21238,29.61656,-95.21271788,29.62424338
468,-95.21981,29.62003,-95.21271788,29.62424338
469,-95.21141,29.63242,-95.21271788,29.62424338
470,-95.20609,29.62723,-95.21271788,29.62424338
471,-95.20633,29.62452,-95.21271788,29.62424338
472,-95.21141,29.63242,-95.21271788,29.62424338
473,-95.19672,29.60867,-95.21271788,29.62424338
474,-95.21092,29.62523,-95.21271788,29.62424338
475,-95.21549,29.61995,-95.21271788,29.62424338
476,-95.20622,29.62542,-95.21271788,29.62424338
477,-95.21626,29.62457,-95.21271788,29.62424338
478,-95.21237,29.62337,-95.21271788,29.62424338
479,-95.19679,29.61147,-95.21271788,29.62424338
480,-95.21129,29.62884,-95.21271788,29.62424338
481,-95.20441,29.6264,-95.21271788,29.62424338
482,-95.21482,29.6313,-95.21271788,29.62424338
483,-95.21114,29.62886,-95.21271788,29.62424338
484,-95.20236,29.63243,-95.21271788,29.62424338
485,-95.21063,29.62342,-95.21271788,29.62424338
486,-95.21578,29.63183,-95.21271788,29.62424338
487,-95.21951,29.62397,-95.21271788,29.62424338
488,-95.2067,29.62539,-95.21271788,29.62424338
489,-95.20236,29.63243,-95.21271788,29.62424338
490,-95.20306,29.62372,-95.21271788,29.62424338
491,-95.21129,29.62884,-95.21271788,29.62424338
492,-95.21001,29.6289,-95.21271788,29.62424338
493,-95.21922,29.62216,-95.21271788,29.62424338
494,-95.20541,29.62363,-95.21271788,29.62424338
495,-95.3657,29.62346,-95.36674116,29.63295055
496,-95.33288,29.63156,-95.34565188,29.6341356
497,-95.34449,29.61658,-95.34565188,29.6341356
498,-95.14173,29.65352,-95.12938879,29.6354289
499,-95.14173,29.65352,-95.12938879,29.6354289
500,-95.14413,29.64739,-95.12938879,29.6354289
501,-95.1224,29.64618,-95.12938879,29.6354289
502,-95.13822,29.64709,-95.12938879,29.6354289
503,-95.14562,29.64292,-95.12938879,29.6354289
504,-95.14562,29.64292,-95.12938879,29.6354289
505,-95.14562,29.64304,-95.12938879,29.6354289
506,-95.14024,29.6537,-95.12938879,29.6354289
507,-95.14403,29.64313,-95.12938879,29.6354289
508,-95.13349,29.63717,-95.12938879,29.6354289
509,-95.14562,29.64304,-95.12938879,29.6354289
510,-95.19328,29.63542,-95.18376893,29.63742032
511,-95.19328,29.63542,-95.18376893,29.63742032
512,-95.18129,29.64079,-95.18376893,29.63742032
513,-95.19328,29.63542,-95.18376893,29.63742032
514,-95.19328,29.63542,-95.18376893,29.63742032
515,-95.18861,29.65135,-95.18376893,29.63742032
516,-95.19255,29.63398,-95.18376893,29.63742032
517,-95.1933,29.63543,-95.18376893,29.63742032
518,-95.18216,29.6485,-95.18376893,29.63742032
519,-95.18522,29.64831,-95.18376893,29.63742032
520,-95.17928,29.6503,-95.18376893,29.63742032
521,-95.19255,29.63398,-95.18376893,29.63742032
522,-95.19254,29.63396,-95.18376893,29.63742032
523,-95.18216,29.6485,-95.18376893,29.63742032
524,-95.19328,29.63542,-95.18376893,29.63742032
525,-95.18825,29.6437,-95.18376893,29.63742032
526,-95.19328,29.63542,-95.18376893,29.63742032
527,-95.18858,29.65015,-95.18376893,29.63742032
528,-95.17928,29.6503,-95.18376893,29.63742032
529,-95.19255,29.63398,-95.18376893,29.63742032
530,-95.18216,29.6485,-95.18376893,29.63742032
531,-95.18216,29.6485,-95.18376893,29.63742032
